"","region","uid","wtp_new","wtp_second","wtp_bio","wtp_recycle","wtp_workers","female","age","people_living","education","income","i_clothes_fashion","i_clothes_versatile","i_clothes_need","i_clothes_size","i_clothes_fit","i_clothes_easy","i_clothes_quality","i_clothes_cheap","i_clothes_value","i_clothes_know","i_clothes_prestigious","i_clothes_environment","second_stuff_dummy","bio_item_dummy","second_clothes_dummy","bio_clothes_dummy","second_precovid","second_covid","second_postcovid","bio_postcovid","bioc_covid","bio_precovid","no_second_app","no_second_quality","no_second_shop","no_second_environment","no_second_clean","no_second_size","no_second_fashion","bio_eco","bio_vintage","bio_quality","bio_pollution","bio_peer","no_bio_app","no_bio_expensive","no_bio_shop","no_bio_environment","no_bio_rare","no_bio_style","no_bio_fashion","no_bio_quality","poll_chemical_synt","poll_chemical_nat","poll_dye","poll_water","poll_biodegradable","pro_recycle","pro_label","pro_brown_firms","pro_packaging","pro_pub_transport","pro_pack_reuse","pro_donation","pro_reuse","pro_second_clothes","pro_label_clothes","pro_temp_clothes","pro_quality_clothes","pro_bio1_clothes","pro_bio2_clothes","wtp_cert_quality","wtp_cert_bio","wtp_cert_recycle","wtp_cert_workers","wtp_cert_workers_env","sustainable_sector","sustainable_phases","second_eco","second_vintage","second_quality","second_endlife","second_pollution","second_peer","sustainable_fashion_item1","sustainable_fashion_item2","sustainable_fashion_item3","sustainable_fashion_item4","location","status","population_2023","km2","pop_density_p_km2","HDI_2022","capital","political_party","political_wing","president_2024","n_comunes","n_provinces"
"196","Lombardia","dfaa6d53-4901-4c12-b448-b238f8a44f4a",10,5,10,6,10,"Female",27,1,"Postsecondary education","15000€-30000€","Not at all","Moderately","Important","Very important","Moderately","Moderately","Moderately","Very important","Very important","Not at all","Not at all","Slightly","Yes","Yes","Yes","Yes","Often","Never","Often","Rarely","Never","Sometimes","","","","","","","","Slightly","Not at all","Moderately","Very important","Slightly","","","","","","","","","Strongly agree","Undecided","Strongly agree","Strongly agree","Agree","Always","Sometimes","Sometimes","Always","Always","Always","Never","Often","Often","Sometimes","Never","Rarely","Rarely","Never","Little amount","Pay enough","Pay enough","Pay enough","Large amount","All items","All items","Important","Very important","Very important","Very important","Very important","Not at all",10,9,10,10,"north-west","Ordinary","10342000","23,864 ","418","0.912","Milan","League","right","Attilio Fontana","1506","12"
"197","Lombardia","b5ac48aa-450e-4f1c-854e-c836d1690b84",15,0,15,0,15,"Male",52,2,"Middle school","Preferisco non rispondere","Slightly","Important","Important","Very important","Very important","Moderately","Very important","Moderately","Very important","Not at all","Not at all","Moderately","No","No","No","No","","","","","","","Slightly","Moderately","Not at all","Not at all","Very important","Not at all","Not at all","","","","","","Not at all","Very important","Moderately","Slightly","Slightly","Moderately","Slightly","Moderately","Disagree","Undecided","Agree","Strongly agree","Agree","Always","Rarely","Rarely","Rarely","Never","Sometimes","Never","Often","Never","Never","Rarely","Always","Sometimes","Rarely","Nothing","Nothing","Nothing","Nothing","Nothing","Environment","Production","","","","","","",2,5,5,5,"north-west","Ordinary","10342000","23,864 ","418","0.912","Milan","League","right","Attilio Fontana","1506","12"
"198","Lombardia","7d063267-d214-4efc-932c-474018b6b12a",5,2,4,4,5,"Male",19,4,"Secondary school","30000€-45000€","Not at all","Slightly","Slightly","Important","Very important","Important","Important","Important","Very important","Not at all","Not at all","Slightly","Yes","No","No","No","","","","","","","Moderately","Important","Slightly","Moderately","Very important","Important","Slightly","","","","","","Moderately","Moderately","Slightly","Moderately","Moderately","Important","Slightly","Very important","Undecided","Agree","Undecided","Undecided","Strongly agree","Often","Rarely","Rarely","Rarely","Never","Rarely","Rarely","Often","Never","Rarely","Rarely","Often","Never","Rarely","Little amount","Little amount","Little amount","Pay enough","Pay enough","Environment","Production","","","","","","",8,7,4,4,"north-west","Ordinary","10342000","23,864 ","418","0.912","Milan","League","right","Attilio Fontana","1506","12"
"199","Lombardia","2114e651-6b63-4c72-8665-392988cf1ecc",5,3,5,5,5,"Male",44,3,"Postsecondary education","15000€-30000€","Not at all","Important","Important","Very important","Very important","Important","Important","Important","Very important","Not at all","Not at all","Moderately","Yes","Yes","Yes","Yes","Rarely","Never","Rarely","Never","Never","Rarely","","","","","","","","Moderately","Slightly","Important","Moderately","Not at all","","","","","","","","","Agree","Strongly disagree","Agree","Strongly agree","Undecided","Always","Sometimes","Rarely","Often","Sometimes","Often","Never","Always","Rarely","Rarely","Never","Always","Sometimes","Rarely","Little amount","Little amount","Little amount","Little amount","Little amount","Environment","Production","Moderately","Important","Very important","Slightly","Slightly","Not at all",8,7,8,8,"north-west","Ordinary","10342000","23,864 ","418","0.912","Milan","League","right","Attilio Fontana","1506","12"
"200","Lombardia","54b69396-0be2-467b-a282-1e912ca6842e",7,3,8,8,8,"Female",40,2,"Secondary school","Preferisco non rispondere","Slightly","Important","Important","Important","Very important","Important","Moderately","Important","Important","Slightly","Not at all","Moderately","Yes","Yes","Yes","Yes","Never","Never","Never","Sometimes","Never","Sometimes","","","","","","","","Important","Moderately","Important","Moderately","Slightly","","","","","","","","","Agree","Agree","Agree","Agree","Agree","Always","Sometimes","Sometimes","Often","Sometimes","Sometimes","Rarely","Often","Rarely","Sometimes","Often","Sometimes","Sometimes","Sometimes","Little amount","Little amount","Little amount","Little amount","Little amount","All items","All items","Important","Moderately","Important","Moderately","Important","Slightly",6,7,7,8,"north-west","Ordinary","10342000","23,864 ","418","0.912","Milan","League","right","Attilio Fontana","1506","12"
"201","Lombardia","19c1c350-1be2-4380-b9d6-380d07c4af61",15,5,15,8,15,"Male",24,4,"Secondary school","30000€-45000€","Moderately","Important","Important","Very important","Important","Moderately","Important","Moderately","Important","Moderately","Moderately","Important","Yes","No","Yes","Yes","Sometimes","Never","Rarely","Sometimes","Sometimes","Rarely","","","","","","","","Slightly","Moderately","Important","Moderately","Important","","","","","","","","","Undecided","Undecided","Undecided","Agree","Undecided","Sometimes","Sometimes","Rarely","Often","Sometimes","Sometimes","Rarely","Often","Rarely","Sometimes","Sometimes","Often","Sometimes","Sometimes","Pay enough","Pay enough","Pay enough","Pay enough","Pay enough","All items","All items","Moderately","Moderately","Important","Moderately","Moderately","Slightly",6,8,8,8,"north-west","Ordinary","10342000","23,864 ","418","0.912","Milan","League","right","Attilio Fontana","1506","12"
"202","Lombardia","d87e5c90-ca74-479a-9858-42525d7d3edc",5,2,5,3,5,"Male",19,4,"Secondary school","15000€-30000€","Important","Very important","Important","Very important","Moderately","Slightly","Moderately","Important","Very important","Moderately","Slightly","Slightly","Yes","Yes","No","Yes","","","","Sometimes","Rarely","Sometimes","Important","Important","Very important","Moderately","Important","Important","Very important","Slightly","Slightly","Moderately","Not at all","Slightly","","","","","","","","","Agree","Disagree","Strongly agree","Strongly agree","Agree","Always","Always","Sometimes","Sometimes","Often","Often","Never","Often","Never","Rarely","Rarely","Often","Sometimes","Rarely","Large amount","Pay enough","Little amount","Little amount","Little amount","Environment","Production","","","","","","",6,5,2,9,"north-west","Ordinary","10342000","23,864 ","418","0.912","Milan","League","right","Attilio Fontana","1506","12"
"203","Lombardia","646efbbe-faba-4967-ab77-b71be69cefaf",5,2,8,6,8,"Female",35,2,"Postsecondary education","15000€-30000€","Slightly","Important","Moderately","Important","Important","Important","Important","Important","Important","Slightly","Slightly","Important","No","Yes","No","Yes","","","","Sometimes","Rarely","Sometimes","Not at all","Slightly","Not at all","Slightly","Important","Important","Moderately","Slightly","Slightly","Slightly","Important","Not at all","","","","","","","","","Undecided","Disagree","Agree","Agree","Disagree","Always","Often","Sometimes","Often","Often","Often","Rarely","Often","Never","Sometimes","Often","Often","Sometimes","Sometimes","Little amount","Pay enough","Pay enough","Large amount","Large amount","Environment","Production","","","","","","",8,8,8,9,"north-west","Ordinary","10342000","23,864 ","418","0.912","Milan","League","right","Attilio Fontana","1506","12"
"204","Lombardia","abafe813-16f7-4def-80e3-f978c0083b27",10,5,15,15,15,"Female",24,2,"Secondary school","Preferisco non rispondere","Important","Important","Very important","Very important","Moderately","Moderately","Moderately","Important","Important","Moderately","Moderately","Moderately","Yes","Yes","Yes","Yes","Rarely","Rarely","Often","Sometimes","Rarely","Rarely","","","","","","","","Slightly","Slightly","Moderately","Very important","Slightly","","","","","","","","","Disagree","Agree","Agree","Agree","Strongly agree","Always","Often","Sometimes","Often","Often","Always","Rarely","Often","Often","Often","Rarely","Sometimes","Sometimes","Sometimes","Pay enough","Pay enough","Pay enough","Pay enough","Large amount","Environment","Production","Slightly","Moderately","Moderately","Important","Very important","Moderately",9,9,9,9,"north-west","Ordinary","10342000","23,864 ","418","0.912","Milan","League","right","Attilio Fontana","1506","12"
"205","Lombardia","8d292e35-aa49-4c84-a76b-5be6a43631ac",5,3,8,4,6,"Male",20,4,"Secondary school","15000€-30000€","Not at all","Important","Very important","Very important","Very important","Moderately","Slightly","Very important","Very important","Not at all","Not at all","Important","Yes","Yes","Yes","Yes","Sometimes","Never","Rarely","Rarely","Never","Sometimes","","","","","","","","Very important","Not at all","Important","Moderately","Not at all","","","","","","","","","Agree","Strongly agree","Agree","Undecided","Agree","Always","Sometimes","Sometimes","Rarely","Always","Often","Never","Sometimes","Sometimes","Often","Never","Always","Rarely","Sometimes","Pay enough","Large amount","Pay enough","Pay enough","Large amount","Environment","All items","Very important","Not at all","Important","Slightly","Very important","Not at all",9,8,7,9,"north-west","Ordinary","10342000","23,864 ","418","0.912","Milan","League","right","Attilio Fontana","1506","12"
"206","Lombardia","9c42fd90-569c-4e5c-bf1b-5bf26356066a",15,5,15,15,15,"Male",38,2,"Postsecondary education","30000€-45000€","Moderately","Moderately","Moderately","Moderately","Important","Important","Very important","Moderately","Moderately","Important","Important","Important","Yes","Yes","No","Yes","","","","Often","Sometimes","Often","Slightly","Moderately","Moderately","Moderately","Very important","Slightly","Moderately","Slightly","Slightly","Moderately","Important","Slightly","","","","","","","","","Undecided","Agree","Undecided","Undecided","Agree","Always","Often","Often","Often","Always","Always","Sometimes","Often","Sometimes","Often","Often","Often","Often","Often","Pay enough","Pay enough","Pay enough","Pay enough","Pay enough","All items","Production","","","","","","",6,6,9,9,"north-west","Ordinary","10342000","23,864 ","418","0.912","Milan","League","right","Attilio Fontana","1506","12"
"207","Lombardia","3a9f6c25-8158-41a4-9b7b-d52c52d529c5",12,8,13,9,14,"Male",64,3,"Secondary school","15000€-30000€","Slightly","Moderately","Moderately","Moderately","Important","Important","Important","Important","Important","Slightly","Slightly","Moderately","No","Yes","No","Yes","","","","Sometimes","Sometimes","Sometimes","Important","Moderately","Slightly","Moderately","Moderately","Moderately","Moderately","Moderately","Moderately","Important","Important","Moderately","","","","","","","","","Agree","Agree","Agree","Agree","Agree","Often","Often","Often","Often","Often","Often","Often","Often","Rarely","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Pay enough","Pay enough","Pay enough","Pay enough","Pay enough","Environment","Production","","","","","","",4,5,6,5,"north-west","Ordinary","10342000","23,864 ","418","0.912","Milan","League","right","Attilio Fontana","1506","12"
"208","Lombardia","76663d72-445b-4bc1-96c5-7d6ec1bc0a65",15,7,15,15,18,"Male",21,3,"Secondary school","15000€-30000€","Moderately","Important","Important","Very important","Very important","Important","Important","Moderately","Important","Important","Slightly","Moderately","Yes","Yes","No","Yes","","","","Sometimes","Sometimes","Sometimes","Moderately","Slightly","Important","Not at all","Very important","Very important","Important","Moderately","Slightly","Important","Very important","Slightly","","","","","","","","","Strongly agree","Agree","Strongly agree","Strongly agree","Agree","Always","Sometimes","Sometimes","Often","Always","Sometimes","Sometimes","Often","Never","Rarely","Never","Often","Sometimes","Sometimes","Nothing","Nothing","Nothing","Little amount","Pay enough","Environment","Production","","","","","","",8,9,10,10,"north-west","Ordinary","10342000","23,864 ","418","0.912","Milan","League","right","Attilio Fontana","1506","12"
"209","Lombardia","75693367-026d-47cd-9145-fbe1109fe547",4,2,4,5,5,"Male",30,4,"Secondary school","15000€-30000€","Moderately","Important","Moderately","Very important","Important","Moderately","Moderately","Important","Important","Moderately","Slightly","Slightly","Yes","Yes","Yes","Yes","Often","Sometimes","Often","Sometimes","Sometimes","Sometimes","","","","","","","","Moderately","Slightly","Moderately","Slightly","Slightly","","","","","","","","","Agree","Undecided","Agree","Undecided","Agree","Often","Rarely","Rarely","Rarely","Rarely","Sometimes","Rarely","Sometimes","Sometimes","Rarely","Rarely","Sometimes","Rarely","Rarely","Little amount","Little amount","Little amount","Little amount","Little amount","Environment","All items","Moderately","Slightly","Moderately","Moderately","Slightly","Slightly",7,8,5,8,"north-west","Ordinary","10342000","23,864 ","418","0.912","Milan","League","right","Attilio Fontana","1506","12"
"210","Lombardia","a68f2074-adc1-4e63-854c-b37be0ee6c5f",7,5,7,7,10,"Female",26,4,"Postsecondary education","30000€-45000€","Moderately","Important","Very important","Very important","Important","Very important","Very important","Moderately","Very important","Slightly","Slightly","Moderately","No","Yes","No","Yes","","","","Sometimes","Sometimes","Rarely","Moderately","Moderately","Moderately","Slightly","Not at all","Important","Moderately","Slightly","Slightly","Important","Very important","Slightly","","","","","","","","","Strongly agree","Disagree","Undecided","Strongly agree","Undecided","Always","Always","Sometimes","Always","Always","Always","Rarely","Always","Rarely","Often","Often","Always","Often","Always","Pay enough","Pay enough","Pay enough","Large amount","Large amount","Environment","Production","","","","","","",8,9,7,8,"north-west","Ordinary","10342000","23,864 ","418","0.912","Milan","League","right","Attilio Fontana","1506","12"
"211","Lombardia","1a369d84-7e93-450c-97ed-a5b584e3457f",4,1,5,3,5,"Female",23,5,"Postsecondary education","15000€-30000€","Important","Important","Important","Important","Important","Important","Important","Important","Important","Moderately","Moderately","Important","Yes","Yes","Yes","Yes","Sometimes","Often","Sometimes","Sometimes","Sometimes","Sometimes","","","","","","","","Moderately","Important","Important","Moderately","Important","","","","","","","","","Agree","Undecided","Undecided","Undecided","Agree","Always","Often","Often","Sometimes","Often","Often","Sometimes","Often","Sometimes","Sometimes","Often","Sometimes","Sometimes","Often","Pay enough","Little amount","Pay enough","Pay enough","Little amount","All items","Design","Moderately","Moderately","Important","Important","Moderately","Moderately",7,7,1,9,"north-west","Ordinary","10342000","23,864 ","418","0.912","Milan","League","right","Attilio Fontana","1506","12"
"212","Lombardia","347b868c-80a6-4fc4-8773-ef9a3f3adb75",7,2,7,2,7,"Female",27,3,"Postsecondary education","45000€-60000€","Slightly","Important","Important","Important","Very important","Important","Important","Important","Important","Moderately","Moderately","Slightly","No","Yes","No","Yes","","","","Rarely","Never","Rarely","Moderately","Important","Slightly","Moderately","Very important","Important","Slightly","Slightly","Not at all","Important","Slightly","Not at all","","","","","","","","","Disagree","Undecided","Disagree","Disagree","Disagree","Often","Never","Never","Rarely","Sometimes","Rarely","Never","Sometimes","Never","Never","Never","Sometimes","Rarely","Rarely","Nothing","Nothing","Nothing","Nothing","Nothing","Environment","All items","","","","","","",8,8,6,6,"north-west","Ordinary","10342000","23,864 ","418","0.912","Milan","League","right","Attilio Fontana","1506","12"
"213","Lombardia","94830bd2-68b5-494d-8466-432ae825f738",4,2,4,2,4,"Male",59,3,"Secondary school","15000€-30000€","Moderately","Important","Important","Important","Important","Moderately","Important","Moderately","Important","Moderately","Moderately","Moderately","Yes","Yes","No","Yes","","","","Sometimes","Sometimes","Sometimes","Slightly","Moderately","Slightly","Slightly","Moderately","Moderately","Moderately","Moderately","Slightly","Moderately","Moderately","Slightly","","","","","","","","","Agree","Undecided","Undecided","Undecided","Undecided","Always","Often","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Often","Rarely","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Pay enough","Little amount","Little amount","Little amount","Pay enough","All items","All items","","","","","","",5,6,5,6,"north-west","Ordinary","10342000","23,864 ","418","0.912","Milan","League","right","Attilio Fontana","1506","12"
"214","Lombardia","41e00276-000b-4555-8bc1-55ea4ea6b997",5,3,7,8,8,"Male",26,4,"Postsecondary education","15000€-30000€","Important","Important","Important","Very important","Important","Moderately","Important","Moderately","Moderately","Moderately","Slightly","Moderately","Yes","Yes","Yes","Yes","Sometimes","Never","Sometimes","Rarely","Never","Rarely","","","","","","","","Not at all","Not at all","Slightly","Very important","Slightly","","","","","","","","","Agree","Undecided","Agree","Strongly agree","Agree","Always","Always","Always","Always","Always","Always","Never","Always","Sometimes","Always","Never","Always","Sometimes","Often","Large amount","Pay enough","Large amount","Large amount","Large amount","All items","Production","Slightly","Moderately","Moderately","Important","Important","Slightly",8,7,9,10,"north-west","Ordinary","10342000","23,864 ","418","0.912","Milan","League","right","Attilio Fontana","1506","12"
"215","Lombardia","9b9a0c3d-a17f-4d92-af6e-ed458797cd24",12,8,13,13,14,"Male",64,3,"Secondary school","15000€-30000€","Not at all","Moderately","Moderately","Important","Important","Important","Important","Important","Important","Moderately","Slightly","Important","No","Yes","No","Yes","","","","Sometimes","Sometimes","Sometimes","Moderately","Moderately","Moderately","Moderately","Important","Important","Important","Moderately","Moderately","Moderately","Important","Moderately","","","","","","","","","Undecided","Undecided","Agree","Agree","Undecided","Always","Always","Always","Always","Sometimes","Always","Sometimes","Sometimes","Never","Often","Sometimes","Sometimes","Sometimes","Sometimes","Pay enough","Pay enough","Pay enough","Pay enough","Pay enough","Environment","All items","","","","","","",5,5,6,5,"north-west","Ordinary","10342000","23,864 ","418","0.912","Milan","League","right","Attilio Fontana","1506","12"
"216","Lombardia","1875feab-88e9-441f-ab7c-489d7df1a038",30,10,15,15,20,"Male",24,4,"Secondary school","30000€-45000€","Moderately","Slightly","Moderately","Moderately","Important","Important","Moderately","Moderately","Important","Moderately","Slightly","Moderately","Yes","Yes","Yes","Yes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Rarely","","","","","","","","Slightly","Moderately","Moderately","Important","Moderately","","","","","","","","","Disagree","Undecided","Disagree","Undecided","Undecided","Always","Sometimes","Often","Often","Rarely","Sometimes","Rarely","Sometimes","Rarely","Sometimes","Sometimes","Rarely","Often","Sometimes","Little amount","Pay enough","Pay enough","Little amount","Little amount","All items","All items","Slightly","Moderately","Moderately","Moderately","Important","Moderately",3,5,6,5,"north-west","Ordinary","10342000","23,864 ","418","0.912","Milan","League","right","Attilio Fontana","1506","12"
"217","Lombardia","16473cb0-f65d-4184-81d3-45ebe4df1520",5,2,6,7,8,"Female",30,5,"Secondary school","Preferisco non rispondere","Slightly","Important","Important","Important","Important","Moderately","Very important","Very important","Very important","Moderately","Moderately","Important","Yes","Yes","Yes","Yes","Rarely","Sometimes","Sometimes","Often","Often","Sometimes","","","","","","","","Very important","Slightly","Very important","Very important","Moderately","","","","","","","","","Undecided","Undecided","Undecided","Undecided","Undecided","Always","Rarely","Often","Often","Rarely","Often","Rarely","Often","Sometimes","Rarely","Rarely","Often","Often","Often","Pay enough","Pay enough","Pay enough","Pay enough","Pay enough","Environment","All items","Important","Slightly","Important","Important","Important","Important",8,9,8,8,"north-west","Ordinary","10342000","23,864 ","418","0.912","Milan","League","right","Attilio Fontana","1506","12"
"218","Lombardia","b6a61a28-0883-4084-85d0-b20ccca45bef",5,1,6,6,6,"Female",22,4,"Postsecondary education","30000€-45000€","Slightly","Moderately","Important","Very important","Very important","Very important","Very important","Slightly","Very important","Not at all","Not at all","Slightly","No","Yes","Yes","Yes","Rarely","Never","Never","Always","Always","Sometimes","","","","","","","","Slightly","Slightly","Very important","Important","Slightly","","","","","","","","","Agree","Disagree","Strongly agree","Strongly agree","Agree","Often","Often","Always","Sometimes","Often","Rarely","Never","Rarely","Rarely","Never","Never","Often","Always","Often","Large amount","Large amount","Large amount","Large amount","Large amount","All items","Production","Moderately","Important","Important","Important","Very important","Not at all",10,7,8,9,"north-west","Ordinary","10342000","23,864 ","418","0.912","Milan","League","right","Attilio Fontana","1506","12"
"219","Lombardia","a92fc117-d556-45c5-871f-f526c80f94d5",6,4,9,5,7,"Male",42,2,"Secondary school","30000€-45000€","Slightly","Important","Moderately","Important","Very important","Moderately","Important","Moderately","Important","Slightly","Slightly","Important","Yes","Yes","Yes","Yes","Sometimes","Never","Sometimes","Sometimes","Rarely","Sometimes","","","","","","","","Moderately","Not at all","Important","Important","Not at all","","","","","","","","","Agree","Undecided","Agree","Strongly agree","Agree","Always","Often","Often","Often","Always","Often","Sometimes","Often","Sometimes","Often","Often","Always","Sometimes","Often","Little amount","Pay enough","Little amount","Large amount","Large amount","Environment","Production","Moderately","Important","Important","Important","Very important","Slightly",9,7,7,8,"north-west","Ordinary","10342000","23,864 ","418","0.912","Milan","League","right","Attilio Fontana","1506","12"
"220","Lombardia","6b6c5aa2-e1fe-47ec-81b2-92539f93d6b8",15,6,10,7,4,"Male",35,5,"Postsecondary education","45000€-60000€","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Important","Important","Important","Important","Yes","Yes","Yes","Yes","Sometimes","Never","Rarely","Sometimes","Never","Always","","","","","","","","Important","Very important","Important","Important","Important","","","","","","","","","Strongly disagree","Strongly agree","Disagree","Undecided","Strongly agree","Always","Always","Often","Often","Always","Often","Often","Always","Sometimes","Often","Often","Often","Often","Always","Large amount","Large amount","Large amount","Large amount","Pay enough","Economy","Design","Important","Very important","Very important","Important","Important","Moderately",3,8,7,7,"north-west","Ordinary","10342000","23,864 ","418","0.912","Milan","League","right","Attilio Fontana","1506","12"
"221","Lombardia","db650784-294b-427f-93fd-1c269fffd560",15,10,20,15,18,"Male",40,4,"Postsecondary education","30000€-45000€","Slightly","Important","Important","Important","Important","Important","Important","Moderately","Important","Moderately","Slightly","Moderately","Yes","Yes","Yes","Yes","Rarely","Never","Rarely","Rarely","Never","Rarely","","","","","","","","Moderately","Moderately","Important","Moderately","Slightly","","","","","","","","","Agree","Undecided","Agree","Agree","Agree","Often","Sometimes","Rarely","Sometimes","Often","Rarely","Rarely","Rarely","Rarely","Rarely","Rarely","Rarely","Sometimes","Rarely","Pay enough","Pay enough","Little amount","Pay enough","Pay enough","All items","Production","Important","Important","Important","Moderately","Moderately","Slightly",6,7,7,8,"north-west","Ordinary","10342000","23,864 ","418","0.912","Milan","League","right","Attilio Fontana","1506","12"
"222","Lombardia","80951f52-71fb-4216-b36f-62b89abed7fb",8,5,8,8,8,"Male",57,4,"Secondary school","15000€-30000€","Not at all","Important","Important","Very important","Very important","Moderately","Important","Moderately","Very important","Not at all","Not at all","Important","Yes","Yes","Yes","Yes","Rarely","Never","Rarely","Rarely","Never","Rarely","","","","","","","","Important","Not at all","Moderately","Moderately","Not at all","","","","","","","","","Agree","Disagree","Agree","Strongly agree","Agree","Always","Often","Always","Always","Often","Often","Sometimes","Often","Sometimes","Often","Often","Always","Often","Often","Little amount","Little amount","Little amount","Little amount","Little amount","All items","All items","Important","Slightly","Moderately","Moderately","Moderately","Not at all",6,7,4,7,"north-west","Ordinary","10342000","23,864 ","418","0.912","Milan","League","right","Attilio Fontana","1506","12"
"223","Lombardia","25126bcf-0878-462b-b038-394423bb45fb",4,2,5,5,5,"Male",30,4,"Secondary school","15000€-30000€","Moderately","Important","Moderately","Important","Important","Important","Important","Important","Very important","Moderately","Moderately","Moderately","Yes","No","Yes","Yes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","","","","","","","","Important","Moderately","Important","Slightly","Slightly","","","","","","","","","Undecided","Undecided","Undecided","Agree","Agree","Often","Sometimes","Often","Sometimes","Sometimes","Often","Sometimes","Often","Sometimes","Rarely","Rarely","Sometimes","Sometimes","Rarely","Nothing","Little amount","Little amount","Little amount","Little amount","Environment","All items","Moderately","Moderately","Important","Slightly","Slightly","Slightly",6,7,5,7,"north-west","Ordinary","10342000","23,864 ","418","0.912","Milan","League","right","Attilio Fontana","1506","12"
"224","Lombardia","dd328f5b-2806-42ed-b601-3ffef783be49",5,1,5,2,5,"Male",28,2,"Postsecondary education","30000€-45000€","Slightly","Important","Very important","Very important","Important","Important","Very important","Moderately","Important","Moderately","Slightly","Moderately","No","Yes","No","Yes","","","","Sometimes","Sometimes","Sometimes","Not at all","Very important","Slightly","Slightly","Very important","Important","Very important","Very important","Slightly","Very important","Important","Not at all","","","","","","","","","Strongly agree","Agree","Strongly agree","Agree","Undecided","Always","Often","Often","Always","Always","Always","Never","Often","Never","Often","Often","Often","Often","Often","Pay enough","Pay enough","Pay enough","Pay enough","Pay enough","All items","All items","","","","","","",7,9,9,9,"north-west","Ordinary","10342000","23,864 ","418","0.912","Milan","League","right","Attilio Fontana","1506","12"
"225","Lombardia","dc935046-fd1a-49e0-a4fb-6bd4e3190db0",10,5,10,15,10,"Male",30,2,"PhD","45000€-60000€","Slightly","Moderately","Important","Important","Important","Important","Very important","Slightly","Moderately","Slightly","Not at all","Moderately","Yes","Yes","No","Yes","","","","Sometimes","Sometimes","Sometimes","Moderately","Slightly","Slightly","Moderately","Important","Important","Slightly","Slightly","Slightly","Slightly","Moderately","Not at all","","","","","","","","","Agree","Disagree","Strongly agree","Strongly agree","Disagree","Often","Often","Sometimes","Rarely","Sometimes","Often","Often","Rarely","Never","Often","Rarely","Always","Often","Often","Large amount","Pay enough","Pay enough","Pay enough","Large amount","Environment","Production","","","","","","",9,8,7,8,"north-west","Ordinary","10342000","23,864 ","418","0.912","Milan","League","right","Attilio Fontana","1506","12"
"226","Lombardia","62091394-e932-4fb1-aebf-91f5fe155c63",12,7,15,12,20,"Female",30,4,"Secondary school","0-15000€","Not at all","Very important","Very important","Very important","Very important","Moderately","Very important","Slightly","Very important","Not at all","Slightly","Very important","Yes","Yes","Yes","Yes","Sometimes","Never","Sometimes","Sometimes","Never","Sometimes","","","","","","","","Moderately","Very important","Very important","Very important","Not at all","","","","","","","","","Strongly agree","Undecided","Strongly agree","Strongly agree","Undecided","Always","Always","Often","Often","Always","Always","Often","Always","Sometimes","Always","Rarely","Always","Often","Often","Pay enough","Large amount","Large amount","Large amount","Large amount","Environment","Production","Moderately","Very important","Very important","Important","Important","Not at all",4,9,9,9,"north-west","Ordinary","10342000","23,864 ","418","0.912","Milan","League","right","Attilio Fontana","1506","12"
"227","Lombardia","ef8c261a-c155-4dcb-9294-dec0c30d77e8",10,5,10,10,11,"Female",57,2,"Postsecondary education","30000€-45000€","Slightly","Moderately","Moderately","Important","Very important","Very important","Very important","Important","Important","Slightly","Slightly","Moderately","Yes","Yes","Yes","Yes","Sometimes","Never","Sometimes","Rarely","Rarely","Sometimes","","","","","","","","Moderately","Slightly","Important","Important","Not at all","","","","","","","","","Agree","Undecided","Undecided","Agree","Strongly agree","Always","Often","Rarely","Often","Sometimes","Sometimes","Rarely","Often","Rarely","Sometimes","Rarely","Often","Often","Often","Little amount","Pay enough","Little amount","Pay enough","Large amount","Environment","All items","Moderately","Slightly","Moderately","Moderately","Important","Not at all",8,8,5,6,"north-west","Ordinary","10342000","23,864 ","418","0.912","Milan","League","right","Attilio Fontana","1506","12"
"228","Lombardia","0f9e0b7a-0c3d-4d5b-aa72-d866d797cae6",5,3,10,8,5,"Male",38,3,"Postsecondary education","30000€-45000€","Important","Moderately","Moderately","Slightly","Important","Very important","Moderately","Important","Moderately","Important","Important","Moderately","Yes","Yes","Yes","No","Often","Sometimes","Often","","","","","","","","","","","","","","","","Moderately","Slightly","Important","Slightly","Moderately","Slightly","Slightly","Moderately","Undecided","Disagree","Agree","Undecided","Undecided","Sometimes","Often","Rarely","Sometimes","Sometimes","Often","Sometimes","Sometimes","Often","Sometimes","Sometimes","Often","Rarely","Sometimes","Little amount","Pay enough","Pay enough","Little amount","Pay enough","Economy","Production","Moderately","Slightly","Moderately","Moderately","Slightly","Moderately",6,7,4,7,"north-west","Ordinary","10342000","23,864 ","418","0.912","Milan","League","right","Attilio Fontana","1506","12"
